img,name,name_retail,name_scientific,price,desc_ar,desc_en
data/medicine/127.png,"لوكسابين
                ", Loxapine 50mg 10caps - لوكسابين, Loxapine,"                                  15.00 جنيها
                                                  
                ",حول مشتق loxapinea dibenzazepine ، وهي إحدى مضادات الذهان التقليدية من عمل loxapineloxapine تنتج نشاطها المضاد للذهان عن طريق منع مستقبل ما بعد التشابكية في cns.indications ل loxapinepsychosesinteractions ل loxapinealcohol ومثبطات cns أخرى: إضطراب cns الإضافي. أدوية tcas و antiparkinsonism: تأثير مضادات الكولين. clonidine و methyldopa: تأثير خافض للضغط من هذه الأدوية الممنوعة. maois: انخفاض ضغط الدم الانتصابي مع maois.,"About loxapinea dibenzazepine derivative, a typical antipsychotic.mechanism of action of loxapineloxapine produce its antipsychotic activity by blocking the post synaptic receptor in the cns.indications for loxapinepsychosesinteractions for loxapinealcohol & other cns depressants: additive cns depression. tcas & antiparkinsonism drugs: anticholinergic effects potentiated. clonidine & methyldopa: hypotensive effect of these drugs inhibited. maois: orthostatic hypotension with maois."
data/medicine/3556.png,"لورنوكسيكام4ملجرام20قرص
                ", Lornoxicam 4mg 20 f.c.tab - لورنوكسيكام4ملجرام20قرص, Lornoxicam,"                                  21.00 جنيها
                                                  
                ",Lornoxicam هو NSAID تتميز تأثير سلامة قوية تأثير مسكن على المرضى GIT. وهي متاحة  عن طريق الفم والتي يمكن استخدامها IM 4.,Lornoxicam is a NSAID characterized by strong analgesic effect smooth safety profile on patients GIT. It is available in oral form parental form that could be used IM IV.
data/medicine/160.png,"لانزوفوتال
                ", Lanzofutal 15mg 10 caps - لانزوفوتال, Lansoprazole,"                                  22.20 جنيها
                                                  
                ",الوصف لانسوبرازول هو مثبط مضخة البروتون الذي يمنع المعدة من إنتاج الحمض. يتم تصنيعها عن طريق الصنبور المنتجات الصيدلانية الآلية من lansoprazole ينتمي إلى فئة من مركبات مضاد الإفراز ، والبديل بديزيميدازولز ، التي لا تظهر خصائص مضادات مستقبلات مضادات الكولين أو الهيستامين H2 ، ولكن بدلا قمع إفراز حمض المعدة عن طريق تثبيط محدد من (ح + ، ك + ) -تنظام نظام إنزيم على السطح الإفرازي للخلية الجدارية المعدة. نظرًا لأن نظام الإنزيم هذا يعتبر كمضخة حمضية (بروتون) داخل الخلية الجدارية ، فقد تم وصف لانسوبرازول كمثبط لمضخة الحمض المعدي ، حيث أنه يمنع الخطوة النهائية لإنتاج الحمض. هذا التأثير مرتبط بالجرعة ويؤدي إلى تثبيط إفراز الحمض المعدي القاعدي والمحفز بغض النظر عن الحافز.,"Description	lansoprazole is a proton pump inhibitor which prevents the stomach from producing acid. it is manufactured by tap pharmaceutical productsmechanism of action	lansoprazole belongs to a class of antisecretory compounds, the substituted benzimidazoles, that do not exhibit anticholinergic or histamine h2-receptor antagonist properties, but rather suppress gastric acid secretion by specific inhibition of the (h+,k+)-atpase enzyme system at the secretory surface of the gastric parietal cell. because this enzyme system is regarded as the acid (proton) pump within the parietal cell, lansoprazole has been characterized as a gastric acid-pump inhibitor, in that it blocks the final step of acid production. this effect is dose-related and leads to inhibition of both basal and stimulated gastric acid secretion irrespective of the stimulus."
data/medicine/3570.png,"لورنوكسيكام 8ملجرام 20قرص
                ", Lornoxicam 8mg 20 f.c.tab - لورنوكسيكام 8ملجرام 20قرص, Lornoxicam,"                                  28.50 جنيها
                                                  
                ",لورنوكسيكام هو NSAID يتميز تأثير سلامة سلسة تأثير قوي على المرضى GIT. وتستخدم عن طريق الفم والتي يمكن استخدامها IM 4.,Lornoxicam is a NSAID characterized by strong analgesic effect smooth safety profile on patients GIT. It is available in oral form parental form that could be used IM IV.
"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAWkAAAGXBAMAAACDzbwUAAAAG1BMVEXq7PoyZGZghovT2+dJdXilucKOqLC8ytV3l52yyvmPAAAACXBIWXMAAA7EAAAOxAGVKw4bAAAENUlEQVR4nO3bTW7bPBCA4TTO37JK2zRLGegB6lW3zg2iTdfODeobyDcvEmtGlE1RM0BJusD7bOo0MvA6n0iNlH5XVwAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAJdu3Rx9sb6hG97QvObMWuCuljc0bcYqa4S1eiXR9s+Zgbf6TqufsnaleatvtPpr1q40b/Veq5s/WcOSvNWHsbrP2ZXmrR6jm89Zw5Kc1bdB9be8ZSnO6uug+jFvWYqzehNUNz/zpiU4q9/C6l3WshRn9UtYvc1aluKrvg+jm++Z2+b5qh8m1c+Z2+b5qj9NqpvMbfN81d20utqI7ateT6vbvG3LHaZqGa5/+Daef89VLcP17+HPaiO2q1qG61/Dn9VGbFf1/njso15sao3YruphuP6mF/Y+c90cT/VKj90Mr2qN2J5qGa5bPcFrjdieahmuX3UzqTVie6rlvAieilQasT3Vwxp8Dt62y5w3w1M97HfvA2o3vG2bOW+Go/o+KJWTpdKI7aiW4bq/GhdmpRHbUS0/3/cLoj5hqLMcHdXDYvwYPnQTqTNiO6qHxfg0eV+bN2+GvVoW43EBdvZPm4G9Whbj9uMruYOsM2Lbq2X22H18JZ+hzohtr5Zz4rhr6CZSZTnaq9fTH65Ut1nz0i3L1bLXyYl8MH/cDMzVdycH7msuR3O1LMZ2+Fo2kSrL0VwtP1tZffrIr8Ydr7lazmMZPPTxap83MMpcPRw33nPJ04VtzrwZ1mrZn8f728PZ35Rjrb4+O05O9Bp3vNbqzckWEvxuusKIba2Wp03jBVz/HcAua2CUtVrW3vg3uolsc/bFGaslMbxPlA9S4Y7XWP0QKXyLfJJCjNUnv0aaKlMaMlZ3qeryI7axep2qbouUxnLS1atUdIUR21Z9l6wuP2Lbqm+S1eVHbFv1PlldfsS2VR+S0eVHbFt1Orr8L5VM1bfJ5gojtqn6OtlcYcQ2VW8WqouP2Kbqt2RyU37ENlW/JJOb8iO2pVrn/9N9WVdp6RHbUq0PbE6/oeNJ6RHbUr2ZbdNRsPBytFR3s+eBfKf0iG2plmPOL4HyX6H0iG2o1rO3P/uWXn4Kj9iG6sTTU91ECo/YhmoZrmNjdJP4XkbJG8Lj1UOWXGx707eXHbEN1XJI7FIin6jwiL1cvQq/OKXPScoux+VqvdPtI2/XTaTsiL1crXe6sVNXN5GyI/Zy9X54Hd8m9NCiy3G5Wu504xOS3gf3l1WdfuDbhYdeTvVt8DpCN5Giy3GxWneJPvp+vdwXXY6L1Rt5HV9u40OHkiP2YrXc6c5NGnrs7pKqZTHO3WQdgmMvplrvdOduaLulA2pUP4wv43QTqfd/KgEAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAgP/DX6ln5Zdqm02cAAAAAElFTkSuQmCC","لانسوبرازول
                ", Lansoprazole 15mg 5 caps - لانسوبرازول, Lansoprazole,"                                  14.40 جنيها
                                                  
                ",الوصف لانسوبرازول هو مثبط مضخة البروتون الذي يمنع المعدة من إنتاج الحمض. يتم تصنيعها عن طريق الصنبور المنتجات الصيدلانية الآلية من lansoprazole ينتمي إلى فئة من مركبات مضاد الإفراز ، والبديل بديزيميدازولز ، التي لا تظهر خصائص مضادات مستقبلات مضادات الكولين أو الهيستامين H2 ، ولكن بدلا قمع إفراز حمض المعدة عن طريق تثبيط محدد من (ح + ، ك + ) -تنظام نظام إنزيم على السطح الإفرازي للخلية الجدارية المعدة. نظرًا لأن نظام الإنزيم هذا يعتبر كمضخة حمضية (بروتون) داخل الخلية الجدارية ، فقد تم وصف لانسوبرازول كمثبط لمضخة الحمض المعدي ، حيث أنه يمنع الخطوة النهائية لإنتاج الحمض. هذا التأثير مرتبط بالجرعة ويؤدي إلى تثبيط إفراز الحمض المعدي القاعدي والمحفز بغض النظر عن الحافز.,"Description	lansoprazole is a proton pump inhibitor which prevents the stomach from producing acid. it is manufactured by tap pharmaceutical productsmechanism of action	lansoprazole belongs to a class of antisecretory compounds, the substituted benzimidazoles, that do not exhibit anticholinergic or histamine h2-receptor antagonist properties, but rather suppress gastric acid secretion by specific inhibition of the (h+,k+)-atpase enzyme system at the secretory surface of the gastric parietal cell. because this enzyme system is regarded as the acid (proton) pump within the parietal cell, lansoprazole has been characterized as a gastric acid-pump inhibitor, in that it blocks the final step of acid production. this effect is dose-related and leads to inhibition of both basal and stimulated gastric acid secretion irrespective of the stimulus."
data/medicine/5036.png,"لوفير400ملجرام10قرص
                ", Lovir 400mg 10 tab - لوفير400ملجرام10قرص, Acyclovir,"                                  36.00 جنيها
                                                  
                ","(مؤشرات): هذا الدواء هو عامل مضاد للفيروسات ,
، وصفه ل الهربس البسيط ، الهربس التناسلي ، الهربس النطاقي وجديري الماء. يبطئ نمو وانتشار فيروس الهربس.,
 كما يستخدم الأسيكلوفير أحيانا لعلاج الأكزيما العقبولية ، عدوى الهربس في الجلد والعينين والأنف والفم في المرضى الذين يعانون من فيروس نقص المناعة البشرية (فيروس نقص المناعة البشرية).,
 (الجرعة): علاج حاد من الهربس النطاقي: 800 مجم كل 4 ساعات عن طريق الفم ، 5 مرات يومياً لمدة 7 إلى 10 أيام. الهربس التناسلي: علاج الهربس التناسلي الأولي: 200 ملغ كل 4 ساعات ، 5 مرات يوميا لمدة 10 أيام. علاج قمعي مزمن لمرض متكرر: 400 ملغم مرتين يومياً لمدة 12 شهراً ، يتبعه إعادة تقييم. معالجة الجدري: الأطفال (سنتان وما فوق): 20 مغ / كغ لكل جرعة شفويا 4 مرات يوميا (80 مغ / كغ / يوم) لمدة 5 أيام. البالغين والأطفال أكثر من 40 كجم: 800 ملغم 4 مرات يوميًا لمدة 5 أيام.","(indications) : this medication is an antiviral agent, prescribed for herpes simplex, genital herpes, herpes zoster and chickenpox. it slows down the growth and spread of the herpes virus. acyclovir is also sometimes used to treat eczema herpeticum, herpes infections of the skin, eyes, nose, and mouth in patients with human immunodeficiency virus (hiv) .  (dosage) : acute treatment of herpes zoster: 800 mg every 4 hours orally, 5 times daily for 7 to 10 days. genital herpes: treatment of initial genital herpes: 200 mg every 4 hours, 5 times daily for 10 days. chronic suppressive therapy for recurrent disease: 400 mg 2 times daily for up to 12 months, followed by re-evaluation. treatment of chickenpox: children (2 years of age and older): 20 mg/kg per dose orally 4 times daily (80 mg/kg/day) for 5 days. adults and children over 40 kg: 800 mg 4 times daily for 5 days."
data/medicine/9169.png,"لوشن تيتان للشعر 250 مل
                ", Titan hair lotion 250 ml - لوشن تيتان للشعر 250 مل, Panthenol+aloe vera extract+salicylic acid+lavender oil+glycerol,"                                  110.00 جنيها
                                                  
                ","معلومات المنتج,
- يساعد في تنشيط الدورة الدموية المحيطية في فروة الرأس من خلال فعالية الوين ؛ لذلك يحسن تغذية بصيلات الشعر.,
- يحمي من قشرة الرأس عن طريق الحفاظ على إفراز دهون فروة الرأس الطبيعية مع فعالية حمض الساليسيليك وخلاصة لافاندولا,
- له تأثير ملطف يترك الشعر في مظهر أنيق.,
مكونات,
- بانثينول (برو- فيتامين ب 5),
- حمض الصفصاف,
- الجلسرين,
- خلاصة الصبار,
- زيت اللافندر,
كيف تستعمل,
- توضع كمية مناسبة من تيتان لوشن على فروة الرأس ويفرك الشعر بلطف مرة أو مرتين يومياً وبعد كل غسل شعر.,
صفقة,
- زجاجة رذاذ تحتوي على 250 مل","Product Info,
- Helps in stimulating peripheral circulation in the scalp by Aloin potency; therefore improves nourishment of hair follicle.,
- Protects against dandruff by maintaining normal scalp sebum secretion with Salicylic acid & Lavandula extract potency.,
- Has a conditioning effect that leaves hair in a grooming appearance.,
Ingredients,
- Panthenol (Pro- vitamin B5),
- Salicylic acid,
- Glycerol,
- Aloe Extract,
- Lavender Oil,
How to use,
- A Suitable amount of Titan lotion is to be applied onto scalp and hair rubbed gently once or twice daily and after each hair washes.,
Package,
- Atomizing bottle of 250 ml content."
data/medicine/12934.png,"لوشن تيتان للشعر 120 مل
                ", Titan hair lotion 120 ml - لوشن تيتان للشعر 120 مل, Panthenol+aloe vera extract+salicylic acid+lavender oil+glycerol,"                                  59.75 جنيها
                                                  
                ","معلومات المنتج,
- يساعد في تنشيط الدورة الدموية المحيطية في فروة الرأس من خلال فعالية الوين ؛ لذلك يحسن تغذية بصيلات الشعر.,
- يحمي من قشرة الرأس عن طريق الحفاظ على إفراز دهون فروة الرأس الطبيعية مع فعالية حمض الساليسيليك وخلاصة لافاندولا,
- له تأثير ملطف يترك الشعر في مظهر أنيق.,
مكونات,
- بانثينول (برو- فيتامين ب 5),
- حمض الصفصاف,
- الجلسرين,
- خلاصة الصبار,
- زيت اللافندر,
كيف تستعمل,
- توضع كمية مناسبة من تيتان لوشن على فروة الرأس ويفرك الشعر بلطف مرة أو مرتين يومياً وبعد كل غسل شعر.,
صفقة,
- زجاجة رذاذ تحتوي على 250 مل","Product Info,
- Helps in stimulating peripheral circulation in the scalp by Aloin potency; therefore improves nourishment of hair follicle.,
- Protects against dandruff by maintaining normal scalp sebum secretion with Salicylic acid & Lavandula extract potency.,
- Has a conditioning effect that leaves hair in a grooming appearance.,
Ingredients,
- Panthenol (Pro- vitamin B5),
- Salicylic acid,
- Glycerol,
- Aloe Extract,
- Lavender Oil,
How to use,
- A Suitable amount of Titan lotion is to be applied onto scalp and hair rubbed gently once or twice daily and after each hair washes.,
Package,
- Atomizing bottle of 250 ml content."
data/medicine/5968.png,"لابيلينو
                ", Labileno 50mg 30 tab - لابيلينو, Lamotrigine,"                                  31.50 جنيها
                                                  
                ",يعمل العلاج على تثبيط إفراز عدد من المواد و ابطال عمل قنوات الصوديوم المسؤولة عن الجهد الكهربائي في الجهاز العصبي المركزي,"About Lamotrigine Phenyltriazine derivative, Anticonvulsant,Mood stabilizer. Mechanism of Action of Lamotrigine Lamotrigine prolongs the inactivated state of voltage sensitive neuronal sodium ion channel either by increasing the efflux or decreasing the influx of sodium ion across the cell membrane and inhibits the high frequency firing of neurons. It blocks the voltage sensitive sodium ion channel and stabilizes the presynaptic membrane. It also prevents the release of excitatory neurotransmitters such as glutamate and aspartate receptors Interactions for Lamotrigine Phenytoin, carbamazepine, phenobarbitone and primidone: Enhance the metabolism of lamotrigine and may increase dose requirements. Sodium Valproate: Reduces the metabolism of lamotrigine. There is no evidence that lamotrigine causes clinically significant induction or inhibition of hepatic oxidative drug-metabolizing enzymes."
data/medicine/17151.png,"لاكريم 14 كيس
                ", Lacrim 14 sachets - لاكريم 14 كيس," Lactoferrin 100mg+folic acid+vitamin C,B6,B12","                                  79.00 جنيها
                                                  
                ","تركيبة الأسرة للسيطرة على فقر الدم وتعديل المناعة,
,
مصدر لبروتين مصل اللبن المدعم بحديد اللاكتوفيرين النشط بيولوجيًا المرتبط بالحديد وحمض الفوليك وفيتامين ج وفيتامين ب 6 وب 12","Family formula for control of anemia & immunity modulation,
,
Source of whey protein fortified with bioactive iron-binding lactoferrin iron, Folic acid, Vitamin C, B6, B12"
data/medicine/5961.png,"لابيلينو
                ", Labileno 100mg 30 tab - لابيلينو, Lamotrigine,"                                  66.00 جنيها
                                                  
                ",يعمل العلاج على تثبيط إفراز عدد من المواد و ابطال عمل قنوات الصوديوم المسؤولة عن الجهد الكهربائي في الجهاز العصبي المركزي,"About Lamotrigine Phenyltriazine derivative, Anticonvulsant,Mood stabilizer. Mechanism of Action of Lamotrigine Lamotrigine prolongs the inactivated state of voltage sensitive neuronal sodium ion channel either by increasing the efflux or decreasing the influx of sodium ion across the cell membrane and inhibits the high frequency firing of neurons. It blocks the voltage sensitive sodium ion channel and stabilizes the presynaptic membrane. It also prevents the release of excitatory neurotransmitters such as glutamate and aspartate receptors Interactions for Lamotrigine Phenytoin, carbamazepine, phenobarbitone and primidone: Enhance the metabolism of lamotrigine and may increase dose requirements. Sodium Valproate: Reduces the metabolism of lamotrigine. There is no evidence that lamotrigine causes clinically significant induction or inhibition of hepatic oxidative drug-metabolizing enzymes."
data/medicine/3857.png,"لاريثروسين500ملجرام14قرص
                ", Larithrocin 500mg 14 f.c. tabs - لاريثروسين500ملجرام14قرص, Clarithromycin,"                                  40.00 جنيها
                                                  
                ",Larithrocin هو مضاد حيوي لماكرولايد مفيد لعلاج عدد من الأمراض البكتيرية ، خاصةً من أجل التهابات الجهاز التنفسي (التهاب البلعوم ، التهاب اللوزتين ، التهاب الجيوب الأنفية ، التفاقم الحاد لمرض الانسداد الرئوي المزمن ، الالتهاب الرئوي) والتهابات الجلد.,"Larithrocin is a macrolide antibiotic useful for the treatment of a number of bacterial infections, particularly for respiratory infections (pharyngitis, tonsillitis, sinusitis, acute exacerbation of chronic obstructive pulmonary disease, pneumonia) and skin infections."
data/medicine/1420.png,"لاكتيلوز
                ", Lactulose hek 65% syrup 300ml - لاكتيلوز, Lactulose,"                                  37.50 جنيها
                                                  
                ",حول lactulosea disaccharide الاصطناعية ، ملين الأسموزي ، السموم الأمونيوم. ميكانيكية عمل lactuloselaxative: lactulose هو disaccharide الاصطناعية من سكر اللبن والفركتوز التي تقاوم نشاط disaccharidase المعوية. وتنضم السكريات عن طريق ربط glycosidic بيتا ومقاومة للتحلل المائي بواسطة إنزيمات الجهاز الهضمي الإنسان. يتم تخمير اللاكتولوز بواسطة عدد محدود من بكتيريا القولون. هذا يمكن أن يؤدي إلى تغييرات في النظام البيئي للقولون لصالح بعض البكتيريا ، مثل العصيات اللبنية و bifidobacteria ، والتي قد تمنح بعض الفوائد الصحية. وتشمل منتجات التخمير حمض اللبنيك والأحماض الدهنية الصغيرة السلسلة. تدهور الأحماض الدهنية قصيرة السلسلة يزيد أيضا من الضغط التناضحي في تجويف الأمعاء. كما أنه يسبب زيادة في حجم البراز بسبب احتجاز المياه داخل اللمعة وتحفيز قوة الحركة الدافعة القولونية في زيادة البراز الأكبر وتحفيز التمعج.,"About lactulosea synthetic disaccharide, osmotic laxative, ammonium detoxicant.mechanism of action of lactuloselaxative: lactulose is a synthetic disaccharide of galactose and fructose that resist intestinal disaccharidase activity. the sugars are joined by a beta glycosidic linkage and are resistant to hydrolysis by human digestive enzymes. lactulose is fermented by a limited number of colonic bacteria. this can lead to changes in the colonic ecosystem in favor of some bacteria, such as lactobacilli and bifidobacteria, which may confer some health benefits. the products of fermentation include lactic acid and small-chain fatty acids. degradation to short chain fatty acids also increases the osmotic pressure in the intestinal lumen. it also cause an increase in fecal volume due to intraluminal water retention and stimulate colonic propulsive motility result in increased fecal bulk and stimulation of peristalsis."
data/medicine/1423.png,"لاكتيلوز
                ", Lactulose hek 65% syrup 120ml - لاكتيلوز, Lactulose,"                                  18.00 جنيها
                                                  
                ",حول lactulosea disaccharide الاصطناعية ، ملين الأسموزي ، السموم الأمونيوم. ميكانيكية عمل lactuloselaxative: lactulose هو disaccharide الاصطناعية من سكر اللبن والفركتوز التي تقاوم نشاط disaccharidase المعوية. وتنضم السكريات عن طريق ربط glycosidic بيتا ومقاومة للتحلل المائي بواسطة إنزيمات الجهاز الهضمي الإنسان. يتم تخمير اللاكتولوز بواسطة عدد محدود من بكتيريا القولون. هذا يمكن أن يؤدي إلى تغييرات في النظام البيئي للقولون لصالح بعض البكتيريا ، مثل العصيات اللبنية و bifidobacteria ، والتي قد تمنح بعض الفوائد الصحية. وتشمل منتجات التخمير حمض اللبنيك والأحماض الدهنية الصغيرة السلسلة. تدهور الأحماض الدهنية قصيرة السلسلة يزيد أيضا من الضغط التناضحي في تجويف الأمعاء. كما أنه يسبب زيادة في حجم البراز بسبب احتجاز المياه داخل اللمعة وتحفيز قوة الحركة الدافعة القولونية في زيادة البراز الأكبر وتحفيز التمعج.,"About lactulosea synthetic disaccharide, osmotic laxative, ammonium detoxicant.mechanism of action of lactuloselaxative: lactulose is a synthetic disaccharide of galactose and fructose that resist intestinal disaccharidase activity. the sugars are joined by a beta glycosidic linkage and are resistant to hydrolysis by human digestive enzymes. lactulose is fermented by a limited number of colonic bacteria. this can lead to changes in the colonic ecosystem in favor of some bacteria, such as lactobacilli and bifidobacteria, which may confer some health benefits. the products of fermentation include lactic acid and small-chain fatty acids. degradation to short chain fatty acids also increases the osmotic pressure in the intestinal lumen. it also cause an increase in fecal volume due to intraluminal water retention and stimulate colonic propulsive motility result in increased fecal bulk and stimulation of peristalsis."
data/medicine/3851.png,"لاريثروسين250ملجرام14قرص
                ", Larithrocin 250mg 14 f.c.tab - لاريثروسين250ملجرام14قرص, Clarithromycin,"                                  30.00 جنيها
                                                  
                ",Larithrocin هو مضاد حيوي لماكرولايد مفيد لعلاج عدد من الأمراض البكتيرية ، خاصةً من أجل التهابات الجهاز التنفسي (التهاب البلعوم ، التهاب اللوزتين ، التهاب الجيوب الأنفية ، التفاقم الحاد لمرض الانسداد الرئوي المزمن ، الالتهاب الرئوي) والتهابات الجلد.,"Larithrocin is a macrolide antibiotic useful for the treatment of a number of bacterial infections, particularly for respiratory infections (pharyngitis, tonsillitis, sinusitis, acute exacerbation of chronic obstructive pulmonary disease, pneumonia) and skin infections."
data/medicine/10156.png,"كينارا غسول للفم 250 مل
                ", Kenara mouth wash 250 ml - كينارا غسول للفم 250 مل, Thymol+menthol crystals+chlorhexidine digluconate+glycerin,"                                  25.00 جنيها
                                                  
                ","معلومات المنتج,
تركيبة فريدة من نوعها لها فعالية مستخلص الزعتر ونظام التخزين المؤقت لدرجة الحموضة لفم وأسنان أكثر صحة.,
غسول فم خالي من السكر وخالي من SLS لأمان مثالي بعناية,
يخفف من رائحة الفم الكريهة وجفاف الفم عن طريق مزيج رائع من مضادات الميكروبات عن طريق الفم والمرطبات والمعطرات.,
مكونات,
مستخلص الزعتر.,
المنثول,
الكلورهيكسيدين,
جلسيرين,
نظام مائي بنكهة مخزنة,
كيف تستعمل,
- غسول الفم كينارا بالزعتر يستخدم بدون تخفيف.,
- تؤخذ ملعقة كبيرة في الفم وتحفظ لمدة دقيقة أو أكثر قبل البصق. يتكرر هذا مرتين أو ثلاث مرات يوميًا.,
صفقة,
عبوة بلاستيكية تحتوي على 250 مل","Product Info,
Unique formula has the efficacy of Thyme extract & pH buffering system for a healthier mouth and teeth.,
Sugar free & SLS free mouthwash for optimum safety with care,
Relieves halitosis & xerostomia (dry mouth) by marvelous combination of oral antimicrobials, moisturizers & fresheners.,
Ingredients,
Thyme extract.,
Menthol,
Chlorhexidine,
Glycerin,
Buffered flavored aqueous system,
How to use,
- Kenara Thyme Mouthwash is to be used without dilution.,
- One tablespoonful is to be taken in the mouth and kept for one minute or longer before spitting. This to be repeated two or three times daily.,
Package,
A Plastic bottle contains 250 ml content."
data/medicine/7910.png,"كيرلا لوشن30مل
                ", Kerella lotion 30 ml - كيرلا لوشن30مل, Betamethasone+salicylic acid,"                                  10.00 جنيها
                                                  
                ",Kerella هو دواء يحتوي على مكونين: بيتاميثازون وحمض الساليسيليك. يتم استخدامه لعلاج حالات الجلد وفروة الرأس مثل التهاب الجلد والأكزيما.,Kerella is a combination medication containing two ingredients: betamethasone and salicylic acid. It is used to treat skin and scalp conditions such as dermatitis and eczema.
data/medicine/3444.png,"كيوتيابن25ملجرام30قرص
                ", Quetiapine 25mg 30 f.c. tab - كيوتيابن25ملجرام30قرص, Quetiapine,"                                  63.00 جنيها
                                                  
                ","إشارة لعلاج الفصام والاضطرابات الذهانية ذات الصلة. الديناميات الدوائية quetiapine هو عامل المؤثرات العقلية التي تنتمي إلى الفئة الكيميائية من مشتقات البنزيسوكسازول ويشار لعلاج مرض انفصام الشخصية. ,
quetiapine هو مضاد انتقائي أحادي من نوع Monoaminergic ذو قابلية عالية لنوع السيروتونين 2 (5ht2) ومستقبلات الدوبامين من النوع 2 (d2,
). quetiapine هو مضاد في serotonin 5-ht1a و 5ht2 ، dopamine d1 و d2 ، هيستامين h1 ، ومستقبلات ألفا الأدرينالية 1 و alpha 2. ,
ليس لدى quetiapine تقارب معنوي لمستقبلات المسركينية أو البنزوديازيبين. ويمكن تفسير النعاس وانخفاض ضغط الدم الانتصابي المرتبط باستخدام الكيتيابين من خلال العداء من الهيستامين h1 ومستقبلات alpha 1 الأدرينالية ، على التوالي. العداء quetiapine s لمستقبلات الأدرينالية a1 قد يفسر انخفاض ضغط الدم الانتصابي لوحظ مع هذا الدواء.","Indication	for the treatment of schizophrenia and related psychotic disorders.pharmacodynamics	quetiapine is a psychotropic agent belonging to the chemical class of benzisoxazole derivatives and is indicated for the treatment of schizophrenia. quetiapine is a selective monoaminergic antagonist with high affinity for the serotonin type 2 (5ht2), and dopamine type 2 (d2) receptors. quetiapine is an antagonist at serotonin 5-ht1a and 5ht2, dopamine d1 and d2, histamine h1, and adrenergic alpha 1 and alpha 2 receptors. quetiapine has no significant affinity for cholinergic muscarinic or benzodiazepine receptors. drowsiness and orthostatic hypotension associated with use of quetiapine may be explained by its antagonism of histamine h1 and adrenergic alpha 1 receptors, respectively. quetiapine s antagonism of adrenergic a1 receptors may explain the orthostatic hypotension observed with this drug."
data/medicine/4087.png,"كيرلا دهان15جرام
                ", Kerella oint. 15 gm - كيرلا دهان15جرام, Betamethasone+salicylic acid,"                                  6.00 جنيها
                                                  
                ",Kerella هو دواء يحتوي على مكونين: بيتاميثازون وحمض الساليسيليك. يتم استخدامه لعلاج حالات الجلد وفروة الرأس مثل التهاب الجلد والأكزيما.,Kerella is a combination medication containing two ingredients: betamethasone and salicylic acid. It is used to treat skin and scalp conditions such as dermatitis and eczema.
data/medicine/4208.png,"كير باي كير كريم 100 جم
                ", Care by care cream 100 gm - كير باي كير كريم 100 جم, Zinc oxide+lanolin+olive oil+vaseline+triclosan+bees wax,"                                  45.00 جنيها
                                                  
                ","معلومات المنتج,
تحتوي تركيبة كريم أكسيد الزنك الفريدة على المكونات الأكثر فائدة للحماية الكاملة من التهاب الجلد الحفاظي,
- له تأثير ممتاز على تلطيف البشرة وتنعيمها ومضاد للميكروبات ومضاد للتهيج.,
- يحمي البشرة المتشققة والمتشققة.,
مكونات,
- أكسيد الزنك.,
- ارجاسان.,
- فازلين.,
- اللانولين.,
- زيت الزيتون.,
- كريم أساس.,
كيف تستعمل,
- توضع طبقة رقيقة من كريم Care By Care على الجلد. دلك بلطف 2-3 مرات يوميا او حسب ارشادات الطبيب.,
صفقة,
- أنبوب بلاستيكي يحتوي على 100 جرام","Product Info,
Unique Zinc Oxide Cream formula contains the most beneficial components for complete protection from napkin dermatitis,
- It has excellent skin emollient, softening, antimicrobial & anti- irritant effects.,
    - Protects chapped & cracked skin.,
Ingredients,
- Zinc Oxide.,
- Irgasan.,
- Vaseline.,
- Lanolin.,
- Olive Oil.,
- Cream Base.,
How to use,
-  A thin layer of Care By Care Cream is applied to the skin; massage gently 2-3 times daily or as prescribed by the physician.,
Package,
- A Plastic Tube contains 100 gm content."
